G001316265	0.127196258	species	FP	56318
G001316265	0.127196258	species	TN	10349
G001316265	0.127196258	genus	TP	56293
G001316265	0.127196258	genus	FN	10349
G001316265	0.127196258	genus	FP	25
G001316265	0.127196258	family	TP	56304
G001316265	0.127196258	family	FN	10349
G001316265	0.127196258	family	FP	14
G001316265	0.127196258	order	TP	56304
G001316265	0.127196258	order	FN	10349
G001316265	0.127196258	order	FP	14
G001316265	0.127196258	class	TP	56315
G001316265	0.127196258	class	FN	10349
G001316265	0.127196258	class	FP	3
G001316265	0.127196258	phylum	TP	56315
G001316265	0.127196258	phylum	FN	10349
G001316265	0.127196258	phylum	FP	3
G001316265	0.127196258	superkingdom	TP	56315
G001316265	0.127196258	superkingdom	FN	10349
G001316265	0.127196258	superkingdom	FP	3
G000009965	0.143912952	species	FP	28677
G000009965	0.143912952	species	TN	37990
G000009965	0.143912952	genus	TP	28390
G000009965	0.143912952	genus	FN	37990
G000009965	0.143912952	genus	FP	287
G000009965	0.143912952	family	TP	28520
G000009965	0.143912952	family	FN	37990
G000009965	0.143912952	family	FP	157
G000009965	0.143912952	order	TP	28520
G000009965	0.143912952	order	FN	37990
G000009965	0.143912952	order	FP	157
G000009965	0.143912952	class	TP	28520
G000009965	0.143912952	class	FN	37990
G000009965	0.143912952	class	FP	157
G000009965	0.143912952	phylum	TP	28542
G000009965	0.143912952	phylum	FN	37990
G000009965	0.143912952	phylum	FP	135
G000009965	0.143912952	superkingdom	TP	28560
G000009965	0.143912952	superkingdom	FN	37990
G000009965	0.143912952	superkingdom	FP	117
G001510225	0.100553116	species	FP	25292
G001510225	0.100553116	species	TN	41375
G001510225	0.100553116	genus	FP	25292
G001510225	0.100553116	genus	TN	41375
G001510225	0.100553116	family	FP	25292
G001510225	0.100553116	family	TN	41375
G001510225	0.100553116	order	FP	25292
G001510225	0.100553116	order	TN	41375
G001510225	0.100553116	class	FP	25292
G001510225	0.100553116	class	TN	41375
G001510225	0.100553116	phylum	TP	25012
G001510225	0.100553116	phylum	FN	41375
G001510225	0.100553116	phylum	FP	280
G001510225	0.100553116	superkingdom	TP	25053
G001510225	0.100553116	superkingdom	FN	41375
G001510225	0.100553116	superkingdom	FP	239
G000204585	0.031894266	species	FP	750
G000204585	0.031894266	species	TP	51751
G000204585	0.031894266	species	FN	14166
G000204585	0.031894266	genus	FP	338
G000204585	0.031894266	genus	TP	52163
G000204585	0.031894266	genus	FN	14166
G000204585	0.031894266	family	FP	103
G000204585	0.031894266	family	TP	52398
G000204585	0.031894266	family	FN	14166
G000204585	0.031894266	order	FP	103
G000204585	0.031894266	order	TP	52398
G000204585	0.031894266	order	FN	14166
G000204585	0.031894266	class	FP	103
G000204585	0.031894266	class	TP	52398
G000204585	0.031894266	class	FN	14166
G000204585	0.031894266	phylum	FP	32
G000204585	0.031894266	phylum	TP	52469
G000204585	0.031894266	phylum	FN	14166
G000204585	0.031894266	superkingdom	FP	30
G000204585	0.031894266	superkingdom	TP	52471
G000204585	0.031894266	superkingdom	FN	14166
G000024305	0.018130286	species	TP	54490
G000024305	0.018130286	species	FN	11061
G000024305	0.018130286	species	FP	1116
G000024305	0.018130286	genus	TP	54709
G000024305	0.018130286	genus	FN	11061
G000024305	0.018130286	genus	FP	897
G000024305	0.018130286	family	TP	55593
G000024305	0.018130286	family	FN	11061
G000024305	0.018130286	family	FP	13
G000024305	0.018130286	order	TP	55593
G000024305	0.018130286	order	FN	11061
G000024305	0.018130286	order	FP	13
G000024305	0.018130286	class	TP	55602
G000024305	0.018130286	class	FN	11061
G000024305	0.018130286	class	FP	4
G000024305	0.018130286	phylum	TP	55602
G000024305	0.018130286	phylum	FN	11061
G000024305	0.018130286	phylum	FP	4
G000024305	0.018130286	superkingdom	TP	55602
G000024305	0.018130286	superkingdom	FN	11061
G000024305	0.018130286	superkingdom	FP	4
G001563335	0.237239616	species	TN	65209
G001563335	0.237239616	species	FP	1458
G001563335	0.237239616	genus	TN	65209
G001563335	0.237239616	genus	FP	1458
G001563335	0.237239616	family	TN	65209
G001563335	0.237239616	family	FP	1458
G001563335	0.237239616	order	TN	65209
G001563335	0.237239616	order	FP	1458
G001563335	0.237239616	class	TN	65209
G001563335	0.237239616	class	FP	1458
G001563335	0.237239616	phylum	FN	65209
G001563335	0.237239616	phylum	TP	1380
G001563335	0.237239616	phylum	FP	78
G001563335	0.237239616	superkingdom	FN	65209
G001563335	0.237239616	superkingdom	TP	1395
G001563335	0.237239616	superkingdom	FP	63
G000399765	0.065784923	species	TN	22554
G000399765	0.065784923	species	FP	44113
G000399765	0.065784923	genus	TN	22554
G000399765	0.065784923	genus	FP	44113
G000399765	0.065784923	family	TN	22554
G000399765	0.065784923	family	FP	44113
G000399765	0.065784923	order	TN	22554
G000399765	0.065784923	order	FP	44113
G000399765	0.065784923	class	TN	22554
G000399765	0.065784923	class	FP	44113
G000399765	0.065784923	phylum	FN	22554
G000399765	0.065784923	phylum	TP	35787
G000399765	0.065784923	phylum	FP	8326
G000399765	0.065784923	superkingdom	FN	22554
G000399765	0.065784923	superkingdom	TP	39712
G000399765	0.065784923	superkingdom	FP	4401
G001484685	0.116990121	species	TN	29421
G001484685	0.116990121	species	FP	37246
G001484685	0.116990121	genus	FN	29421
G001484685	0.116990121	genus	TP	36633
G001484685	0.116990121	genus	FP	613
G001484685	0.116990121	family	FN	29421
G001484685	0.116990121	family	TP	37162
G001484685	0.116990121	family	FP	84
G001484685	0.116990121	order	FN	29421
G001484685	0.116990121	order	TP	37162
G001484685	0.116990121	order	FP	84
G001484685	0.116990121	class	FN	29421
G001484685	0.116990121	class	TP	37162
G001484685	0.116990121	class	FP	84
G001484685	0.116990121	phylum	FN	29421
G001484685	0.116990121	phylum	TP	37182
G001484685	0.116990121	phylum	FP	64
G001484685	0.116990121	superkingdom	FN	29421
G001484685	0.116990121	superkingdom	TP	37199
G001484685	0.116990121	superkingdom	FP	47
G001189275	0.206485765	species	TN	62005
G001189275	0.206485765	species	FP	4662
G001189275	0.206485765	genus	FN	62005
G001189275	0.206485765	genus	TP	2003
G001189275	0.206485765	genus	FP	2659
G001189275	0.206485765	family	FN	62005
G001189275	0.206485765	family	TP	4409
G001189275	0.206485765	family	FP	253
G001189275	0.206485765	order	FN	62005
G001189275	0.206485765	order	TP	4409
G001189275	0.206485765	order	FP	253
G001189275	0.206485765	class	FN	62005
G001189275	0.206485765	class	TP	4448
G001189275	0.206485765	class	FP	214
G001189275	0.206485765	phylum	FN	62005
G001189275	0.206485765	phylum	TP	4451
G001189275	0.206485765	phylum	FP	211
G001189275	0.206485765	superkingdom	FN	62005
G001189275	0.206485765	superkingdom	TP	4491
G001189275	0.206485765	superkingdom	FP	171
G000302455	0.102560516	species	FN	50449
G000302455	0.102560516	species	TP	753
G000302455	0.102560516	species	FP	15465
G000302455	0.102560516	genus	FN	50449
G000302455	0.102560516	genus	TP	15962
G000302455	0.102560516	genus	FP	256
G000302455	0.102560516	family	FN	50449
G000302455	0.102560516	family	TP	15991
G000302455	0.102560516	family	FP	227
G000302455	0.102560516	order	FN	50449
G000302455	0.102560516	order	TP	15991
