tool	rank	metric	sample	value
profile-all_ranks-S001-postp.profile	superkingdom	Bray-Curtis distance	1	0.03223426407595162
profile-all_ranks-S001-postp.profile	phylum	Bray-Curtis distance	1	0.19571817345622486
profile-all_ranks-S001-postp.profile	class	Bray-Curtis distance	1	0.0945377780111341
profile-all_ranks-S001-postp.profile	order	Bray-Curtis distance	1	0.35465021967510013
profile-all_ranks-S001-postp.profile	family	Bray-Curtis distance	1	0.189840337281353
profile-all_ranks-S001-postp.profile	genus	Bray-Curtis distance	1	0.32171245116664043
profile-all_ranks-S001-postp.profile	species	Bray-Curtis distance	1	0.8409580179383104
profile-all_ranks-S001-postp.profile	strain	Bray-Curtis distance	1	1.0
profile-all_ranks-S001-postp.profile	superkingdom	Shannon diversity	1	0.17087992928308296
profile-all_ranks-S001-postp.profile	superkingdom	Shannon equitability	1	0.24652762656416055
profile-all_ranks-S001-postp.profile	phylum	Shannon diversity	1	1.5023113398016164
profile-all_ranks-S001-postp.profile	phylum	Shannon equitability	1	0.41006853027537465
profile-all_ranks-S001-postp.profile	class	Shannon diversity	1	2.217284676715295
profile-all_ranks-S001-postp.profile	class	Shannon equitability	1	0.5031599592126985
profile-all_ranks-S001-postp.profile	order	Shannon diversity	1	3.144228971481581
profile-all_ranks-S001-postp.profile	order	Shannon equitability	1	0.602301658514706
profile-all_ranks-S001-postp.profile	family	Shannon diversity	1	3.967546760782565
profile-all_ranks-S001-postp.profile	family	Shannon equitability	1	0.6589489079478813
profile-all_ranks-S001-postp.profile	genus	Shannon diversity	1	5.125899391869916
profile-all_ranks-S001-postp.profile	genus	Shannon equitability	1	0.6721966408369081
profile-all_ranks-S001-postp.profile	species	Shannon diversity	1	6.533511440918546
profile-all_ranks-S001-postp.profile	species	Shannon equitability	1	0.7193781105737662
profile-all_ranks-S001-postp.profile	strain	Shannon diversity	1	0.0012398416242643535
profile-all_ranks-S001-postp.profile	strain	Shannon equitability	1	0.0004989489743488475
profile-all_ranks-S001-postp.profile	superkingdom	True positives	1	2.0
profile-all_ranks-S001-postp.profile	superkingdom	False negatives	1	0.0
profile-all_ranks-S001-postp.profile	superkingdom	False positives	1	0.0
profile-all_ranks-S001-postp.profile	superkingdom	Completeness	1	1.0
profile-all_ranks-S001-postp.profile	superkingdom	Purity	1	1.0
profile-all_ranks-S001-postp.profile	superkingdom	F1 score	1	1.0
profile-all_ranks-S001-postp.profile	superkingdom	Jaccard index	1	1.0
profile-all_ranks-S001-postp.profile	phylum	True positives	1	12.0
profile-all_ranks-S001-postp.profile	phylum	False negatives	1	0.0
profile-all_ranks-S001-postp.profile	phylum	False positives	1	27.0
profile-all_ranks-S001-postp.profile	phylum	Completeness	1	1.0
profile-all_ranks-S001-postp.profile	phylum	Purity	1	0.3076923076923077
profile-all_ranks-S001-postp.profile	phylum	F1 score	1	0.47058823529411764
profile-all_ranks-S001-postp.profile	phylum	Jaccard index	1	0.3076923076923077
profile-all_ranks-S001-postp.profile	class	True positives	1	21.0
profile-all_ranks-S001-postp.profile	class	False negatives	1	0.0
profile-all_ranks-S001-postp.profile	class	False positives	1	61.0
profile-all_ranks-S001-postp.profile	class	Completeness	1	1.0
profile-all_ranks-S001-postp.profile	class	Purity	1	0.25609756097560976
profile-all_ranks-S001-postp.profile	class	F1 score	1	0.4077669902912621
profile-all_ranks-S001-postp.profile	class	Jaccard index	1	0.25609756097560976
profile-all_ranks-S001-postp.profile	order	True positives	1	40.0
profile-all_ranks-S001-postp.profile	order	False negatives	1	0.0
profile-all_ranks-S001-postp.profile	order	False positives	1	145.0
profile-all_ranks-S001-postp.profile	order	Completeness	1	1.0
profile-all_ranks-S001-postp.profile	order	Purity	1	0.21621621621621623
profile-all_ranks-S001-postp.profile	order	F1 score	1	0.35555555555555557
profile-all_ranks-S001-postp.profile	order	Jaccard index	1	0.21621621621621623
profile-all_ranks-S001-postp.profile	family	True positives	1	84.0
profile-all_ranks-S001-postp.profile	family	False negatives	1	4.0
profile-all_ranks-S001-postp.profile	family	False positives	1	328.0
profile-all_ranks-S001-postp.profile	family	Completeness	1	0.9545454545454546
profile-all_ranks-S001-postp.profile	family	Purity	1	0.20388349514563106
profile-all_ranks-S001-postp.profile	family	F1 score	1	0.336
profile-all_ranks-S001-postp.profile	family	Jaccard index	1	0.20192307692307693
profile-all_ranks-S001-postp.profile	genus	True positives	1	175.0
profile-all_ranks-S001-postp.profile	genus	False negatives	1	19.0
profile-all_ranks-S001-postp.profile	genus	False positives	1	1875.0
profile-all_ranks-S001-postp.profile	genus	Completeness	1	0.9020618556701031
profile-all_ranks-S001-postp.profile	genus	Purity	1	0.08536585365853659
profile-all_ranks-S001-postp.profile	genus	F1 score	1	0.1559714795008913
profile-all_ranks-S001-postp.profile	genus	Jaccard index	1	0.0845819236346061
profile-all_ranks-S001-postp.profile	species	True positives	1	56.0
profile-all_ranks-S001-postp.profile	species	False negatives	1	185.0
profile-all_ranks-S001-postp.profile	species	False positives	1	8741.0
profile-all_ranks-S001-postp.profile	species	Completeness	1	0.23236514522821577
profile-all_ranks-S001-postp.profile	species	Purity	1	0.006365806524951688
profile-all_ranks-S001-postp.profile	species	F1 score	1	0.012392122150918344
profile-all_ranks-S001-postp.profile	species	Jaccard index	1	0.006234691605433089
profile-all_ranks-S001-postp.profile	strain	True positives	1	0.0
profile-all_ranks-S001-postp.profile	strain	False negatives	1	596.0
profile-all_ranks-S001-postp.profile	strain	False positives	1	12.0
profile-all_ranks-S001-postp.profile	strain	Completeness	1	0.0
profile-all_ranks-S001-postp.profile	strain	Purity	1	0.0
profile-all_ranks-S001-postp.profile	strain	Jaccard index	1	0.0
profile-all_ranks-S001-postp.profile	superkingdom	L1 norm error	1	0.06446852815190002
profile-all_ranks-S001-postp.profile	phylum	L1 norm error	1	0.391439444481423
profile-all_ranks-S001-postp.profile	class	L1 norm error	1	0.18906957549562797
profile-all_ranks-S001-postp.profile	order	L1 norm error	1	0.7091876535389704
profile-all_ranks-S001-postp.profile	family	L1 norm error	1	0.3791877121626881
profile-all_ranks-S001-postp.profile	genus	L1 norm error	1	0.6321760017007666
profile-all_ranks-S001-postp.profile	species	L1 norm error	1	1.2918656586106771
profile-all_ranks-S001-postp.profile	strain	L1 norm error	1	1.0001201466942662
profile-all_ranks-S001-postp.profile	na	Weighted UniFrac error	1	0.03459442484065158
profile-all_ranks-S001-postp.profile	na	Unweighted UniFrac error	1	11.601324921621517
profile-all_ranks-S001-postp.profile	na	Weighted UniFrac (CAMI)	1	4.774513733613124
profile-all_ranks-S001-postp.profile	na	Unweighted UniFrac (CAMI)	1	63912.57474483445
profile-all_ranks-S001-postp.profile	superkingdom	Sum of abundances	1	0.9999999999999
profile-all_ranks-S001-postp.profile	phylum	Sum of abundances	1	1.0000158266803671
profile-all_ranks-S001-postp.profile	class	Sum of abundances	1	0.9999377392933697
profile-all_ranks-S001-postp.profile	order	Sum of abundances	1	0.999681980145582
profile-all_ranks-S001-postp.profile	family	Sum of abundances	1	0.9974022789496816
profile-all_ranks-S001-postp.profile	genus	Sum of abundances	1	0.9975943013093791
profile-all_ranks-S001-postp.profile	species	Sum of abundances	1	0.992263294592771
profile-all_ranks-S001-postp.profile	strain	Sum of abundances	1	0.00011114669426599999
profile-all_ranks-S001-postp.profile	superkingdom	Taxon counts	1	2.0
profile-all_ranks-S001-postp.profile	phylum	Taxon counts	1	39.0
profile-all_ranks-S001-postp.profile	class	Taxon counts	1	82.0
profile-all_ranks-S001-postp.profile	order	Taxon counts	1	185.0
profile-all_ranks-S001-postp.profile	family	Taxon counts	1	412.0
profile-all_ranks-S001-postp.profile	genus	Taxon counts	1	2050.0
profile-all_ranks-S001-postp.profile	species	Taxon counts	1	8797.0
profile-all_ranks-S001-postp.profile	strain	Taxon counts	1	12.0
profile-all_ranks-S002-postp.profile	superkingdom	Bray-Curtis distance	2	0.030594359550096928
profile-all_ranks-S002-postp.profile	phylum	Bray-Curtis distance	2	0.21365700622975872
profile-all_ranks-S002-postp.profile	class	Bray-Curtis distance	2	0.09106989995541336
profile-all_ranks-S002-postp.profile	order	Bray-Curtis distance	2	0.3455741320379445
profile-all_ranks-S002-postp.profile	family	Bray-Curtis distance	2	0.18574465797099218
profile-all_ranks-S002-postp.profile	genus	Bray-Curtis distance	2	0.3397884347725287
profile-all_ranks-S002-postp.profile	species	Bray-Curtis distance	2	0.8320511335106209
profile-all_ranks-S002-postp.profile	strain	Bray-Curtis distance	2	1.0
profile-all_ranks-S002-postp.profile	superkingdom	Shannon diversity	2	0.16335445499704385
profile-all_ranks-S002-postp.profile	superkingdom	Shannon equitability	2	0.2356706621313545
profile-all_ranks-S002-postp.profile	phylum	Shannon diversity	2	1.4981867843943857
profile-all_ranks-S002-postp.profile	phylum	Shannon equitability	2	0.40894269814652595
profile-all_ranks-S002-postp.profile	class	Shannon diversity	2	2.2357729307488254
profile-all_ranks-S002-postp.profile	class	Shannon equitability	2	0.5073554282217596
profile-all_ranks-S002-postp.profile	order	Shannon diversity	2	3.169201113787461
profile-all_ranks-S002-postp.profile	order	Shannon equitability	2	0.6070852677441602
profile-all_ranks-S002-postp.profile	family	Shannon diversity	2	3.9693064047348936
